title,topic_1,label_1,topic_2,label_2,p1,p2,margin
Payment limits when using Apple Pay or Google Pay,13,13_pay_card_money_payment,46,Adding cards to Apple Pay,0.379,0.152,0.226
Your Joint account statement,31,Joint account management,33,Download statements and documents,0.378,0.153,0.226
I lost access to my passkey,10,Logging in with phone number,11,Accessing plan partner subscriptions,0.453,0.226,0.227
Why was my transfer sent via an intermediary bank?,16,Currency exchange and transfer fees,9,Transfer status and processing times,0.434,0.207,0.228
How do I complain about my pet insurance?,32,Pet Insurance Policy Management,4,Reporting vulnerable circumstances,0.516,0.287,0.229
What are passkeys?,10,Logging in with phone number,46,Adding cards to Apple Pay,0.397,0.168,0.23
Can I transfer money to or from Russia or Belarus?,8,Supported currencies and cards,14,Bank transfers to Revolut,0.462,0.232,0.23
Changing your paid plan billing date,20,Downgrading paid plans,43,Gifting paid plans,0.607,0.377,0.231
Dispute process and timelines,9,Transfer status and processing times,21,Declined card payments and balances,0.559,0.328,0.231
Why was my document not accepted for Revolut Pro?,45,Revolut Pro features and cashback,25,Identity verification documents,0.579,0.348,0.231
Why didn't I get a bank account when I signed up?,26,FSCS fund protection,14,Bank transfers to Revolut,0.492,0.261,0.231
Will this affect my other Revolut products?,19,Account move to Revolut Bank,31,Joint account management,0.387,0.155,0.232
How to make sure crypto withdrawals are processed smoothly,3,Crypto deposit troubleshooting,31,Joint account management,0.357,0.124,0.232
What happens once the gifted paid plan duration ends?,43,Gifting paid plans,20,Downgrading paid plans,0.495,0.262,0.233
Receiving money to my Revolut card,14,Bank transfers to Revolut,16,Currency exchange and transfer fees,0.348,0.115,0.233
Revolut Business,45,Revolut Pro features and cashback,31,Joint account management,0.36,0.125,0.235
A refund or chargeback was sent to my closed account,9,Transfer status and processing times,33,Download statements and documents,0.386,0.15,0.236
Can I reopen my closed account?,31,Joint account management,10,Logging in with phone number,0.365,0.129,0.236
I lost access to a device my passkey is stored on,10,Logging in with phone number,11,Accessing plan partner subscriptions,0.447,0.21,0.237
Cover for delayed trips,2,Travel insurance coverage,22,Cancel for any reason protection,0.45,0.212,0.238
Revolut Kids & Teens Save,15,Kids and Teens Account Management,27,Pockets and Spare Change Donations,0.538,0.3,0.238
Why are you asking me for documents to open or continue using Revolut trading?,25,Identity verification documents,33,Download statements and documents,0.549,0.31,0.239
Am I covered by Ultra trip cancellation protection if I need to cancel a flight while abroad?,22,Cancel for any reason protection,2,Travel insurance coverage,0.551,0.312,0.239
Revolut – Kids & Teens card management,15,Kids and Teens Account Management,13,13_pay_card_money_payment,0.359,0.116,0.242
What if Revolut - Kids & Teens isn't available?,15,Kids and Teens Account Management,8,Supported currencies and cards,0.595,0.353,0.242
Getting started with purchase insurance,23,Purchase insurance coverage,22,Cancel for any reason protection,0.459,0.216,0.243
Reasons an investment account may be closed,29,Tax and national ID requirements,31,Joint account management,0.418,0.174,0.244
What are trading regulatory fees and taxes?,36,Trading fees and allowances,0,Trading order types,0.406,0.16,0.246
How to disable RevPoints spare change?,18,RevPoints earning and redemption,27,Pockets and Spare Change Donations,0.609,0.362,0.247
What is a trip?,22,Cancel for any reason protection,2,Travel insurance coverage,0.459,0.211,0.249
Why is my transfer to a bank account still pending?,9,Transfer status and processing times,7,Schedule and cancel transfers,0.454,0.204,0.249
Calculation of crypto tiered pricing,24,Cash withdrawal and exchange fees,16,Currency exchange and transfer fees,0.447,0.197,0.25
Card verification and pre-authorisation,21,Declined card payments and balances,46,Adding cards to Apple Pay,0.446,0.194,0.252
Accepted proof of address documents,25,Identity verification documents,33,Download statements and documents,0.506,0.253,0.252
Submitting documents for a travel insurance claim,2,Travel insurance coverage,23,Purchase insurance coverage,0.424,0.171,0.253
Crypto payments and how they work,5,Revolut crypto trading and setup,38,Virtual card usage and limits,0.381,0.127,0.254
"How to report a suspicious call, email, link, or text",1,Reporting scams and fraud,4,Reporting vulnerable circumstances,0.411,0.156,0.255
What are the limits of cover and deductibles?,22,Cancel for any reason protection,23,Purchase insurance coverage,0.512,0.256,0.256
What are Pro Pockets?,27,Pockets and Spare Change Donations,44,Click to Pay card management,0.408,0.149,0.259
What is the location-based security feature?,12,Account security features,28,Ordering physical cards,0.361,0.102,0.259
What currency account details are available for me?,16,Currency exchange and transfer fees,14,Bank transfers to Revolut,0.406,0.145,0.261
Will my account details change after my account is moved?,19,Account move to Revolut Bank,3,Crypto deposit troubleshooting,0.38,0.118,0.261
Can I make a local transfer in a different currency?,16,Currency exchange and transfer fees,14,Bank transfers to Revolut,0.503,0.242,0.261
Buying a corporate bond vs buying stock in the same company,39,Corporate actions on shares,35,Stocks and Shares ISA,0.443,0.181,0.262
Can I receive my salary into my Revolut account?,14,Bank transfers to Revolut,16,Currency exchange and transfer fees,0.387,0.125,0.262
How do I make a protection insurance claim?,23,Purchase insurance coverage,22,Cancel for any reason protection,0.471,0.207,0.264
My account was restricted or closed,25,Identity verification documents,29,Tax and national ID requirements,0.408,0.144,0.264
Get started with crypto ETNs,17,Exchange Traded Products,26,FSCS fund protection,0.463,0.198,0.265
How do I link an external account to Revolut?,14,Bank transfers to Revolut,44,Click to Pay card management,0.375,0.109,0.266
Failed payments on the Revolut Terminal,21,Declined card payments and balances,30,eSIM data plan setup,0.447,0.18,0.267
Travel insurance coverage,2,Travel insurance coverage,22,Cancel for any reason protection,0.478,0.209,0.269
Sending and requesting money with a payment link,13,13_pay_card_money_payment,14,Bank transfers to Revolut,0.417,0.147,0.27
Crypto delisting,5,Revolut crypto trading and setup,12,Account security features,0.443,0.172,0.271
Why is my stock on 'sell only'?,39,Corporate actions on shares,0,Trading order types,0.475,0.203,0.271
How does crypto staking work?,5,Revolut crypto trading and setup,17,Exchange Traded Products,0.431,0.158,0.273
Revolut — Kids & Teens subscription bundles,15,Kids and Teens Account Management,11,Accessing plan partner subscriptions,0.53,0.256,0.274
Cover for sports and activities,2,Travel insurance coverage,23,Purchase insurance coverage,0.484,0.21,0.274
Getting started with cancel for any reason protection,22,Cancel for any reason protection,23,Purchase insurance coverage,0.502,0.228,0.274
Card customisation,28,Ordering physical cards,41,Physical card activation and replacement,0.442,0.166,0.276
Can I keep my e-money account?,19,Account move to Revolut Bank,31,Joint account management,0.478,0.201,0.276
How to complete 'Add Money' step,6,Referral purchase requirements,14,Bank transfers to Revolut,0.395,0.12,0.276
Send (withdraw) crypto to an external address,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.466,0.185,0.28
What happens to my Stocks and Shares ISA if I move abroad?,35,Stocks and Shares ISA,25,Identity verification documents,0.445,0.165,0.28
What's the excess for purchase insurance claims?,23,Purchase insurance coverage,2,Travel insurance coverage,0.508,0.227,0.281
Managing your paid plan billing,20,Downgrading paid plans,43,Gifting paid plans,0.542,0.262,0.281
Travel insurance for areas affected by conflict,2,Travel insurance coverage,22,Cancel for any reason protection,0.495,0.213,0.282
Revolut mobile plans,30,eSIM data plan setup,34,Mobile number transfer,0.451,0.169,0.282
Why did my recipient receive less money?,16,Currency exchange and transfer fees,7,Schedule and cancel transfers,0.445,0.162,0.282
Reactivate a card,41,Physical card activation and replacement,28,Ordering physical cards,0.452,0.17,0.283
Advantages of investing in bonds,35,Stocks and Shares ISA,42,Financial analytics dashboard,0.506,0.222,0.284
Turo rewards,11,Accessing plan partner subscriptions,20,Downgrading paid plans,0.397,0.112,0.285
Manage my deposit cards,41,Physical card activation and replacement,13,13_pay_card_money_payment,0.396,0.109,0.287
Receiving paid plan gifts,43,Gifting paid plans,20,Downgrading paid plans,0.58,0.292,0.288
Claiming after Premium travel insurance removal,2,Travel insurance coverage,22,Cancel for any reason protection,0.429,0.141,0.288
Difficulty logging in,10,Logging in with phone number,34,Mobile number transfer,0.446,0.157,0.289
What's not covered under purchase insurance?,23,Purchase insurance coverage,22,Cancel for any reason protection,0.497,0.207,0.29
Products available to trade,17,Exchange Traded Products,39,Corporate actions on shares,0.474,0.184,0.29
Crypto basics,5,Revolut crypto trading and setup,3,Crypto deposit troubleshooting,0.567,0.274,0.294
Disruptions to adding money with Visa cards,13,13_pay_card_money_payment,14,Bank transfers to Revolut,0.48,0.186,0.294
Problems with my card PIN,46,Adding cards to Apple Pay,41,Physical card activation and replacement,0.452,0.156,0.295
More help with a scheduled transfer,7,Schedule and cancel transfers,9,Transfer status and processing times,0.513,0.218,0.295
"I just made an exchange, but I can't find my money",16,Currency exchange and transfer fees,27,Pockets and Spare Change Donations,0.418,0.122,0.296
Completing the 'Make purchases' step,6,Referral purchase requirements,21,Declined card payments and balances,0.544,0.249,0.296
Setting up scheduled payments to another Revolut customer,7,Schedule and cancel transfers,10,Logging in with phone number,0.408,0.111,0.297
How long will the Authorised Push Payment fraud reimbursement process take?,9,Transfer status and processing times,1,Reporting scams and fraud,0.465,0.166,0.3
"Now that Revolut is a bank, how is my money protected?",26,FSCS fund protection,19,Account move to Revolut Bank,0.46,0.158,0.301
What is a crypto ETN?,17,Exchange Traded Products,5,Revolut crypto trading and setup,0.479,0.179,0.301
Failed payment on Tap to Pay on iPhone,13,13_pay_card_money_payment,46,Adding cards to Apple Pay,0.411,0.108,0.302
Can I cancel or edit a card order?,28,Ordering physical cards,41,Physical card activation and replacement,0.458,0.155,0.303
Authorised Push Payment fraud reimbursement,1,Reporting scams and fraud,14,Bank transfers to Revolut,0.507,0.204,0.303
Report a card payment as a scam or fraud,1,Reporting scams and fraud,21,Declined card payments and balances,0.531,0.226,0.305
Claiming special bonus offered by Revolut promotion,6,Referral purchase requirements,28,Ordering physical cards,0.421,0.113,0.308
Block or report another Revolut customer,1,Reporting scams and fraud,27,Pockets and Spare Change Donations,0.436,0.127,0.309
Revolut Chrome Extension,38,Virtual card usage and limits,44,Click to Pay card management,0.444,0.136,0.309
Currency exchange orders,0,Trading order types,16,Currency exchange and transfer fees,0.451,0.141,0.31
Locate a bank transfer sent from Revolut,9,Transfer status and processing times,7,Schedule and cancel transfers,0.502,0.191,0.311
Work at Revolut,11,Accessing plan partner subscriptions,5,Revolut crypto trading and setup,0.655,0.345,0.311
Cover for car hire excess,2,Travel insurance coverage,23,Purchase insurance coverage,0.48,0.168,0.311
Emergency medical assistance abroad,2,Travel insurance coverage,23,Purchase insurance coverage,0.489,0.174,0.315
Fees for card payments in a foreign currency,24,Cash withdrawal and exchange fees,36,Trading fees and allowances,0.446,0.13,0.316
Fees for trading crypto,24,Cash withdrawal and exchange fees,16,Currency exchange and transfer fees,0.471,0.152,0.319
Who provides Revolut's everyday protection insurance?,23,Purchase insurance coverage,22,Cancel for any reason protection,0.492,0.174,0.319
Referral reward smaller than expected,6,Referral purchase requirements,44,Click to Pay card management,0.552,0.233,0.319
Open an investment account,29,Tax and national ID requirements,25,Identity verification documents,0.466,0.147,0.32
Buy and sell crypto,5,Revolut crypto trading and setup,0,Trading order types,0.513,0.192,0.32
Revolut crypto features and products,5,Revolut crypto trading and setup,3,Crypto deposit troubleshooting,0.515,0.192,0.323
Cancelling your scheduled plan downgrade,20,Downgrading paid plans,43,Gifting paid plans,0.518,0.195,0.323
Who is covered by travel insurance?,2,Travel insurance coverage,22,Cancel for any reason protection,0.505,0.181,0.324
Revolut Kids & Teens Payment Links,15,Kids and Teens Account Management,13,13_pay_card_money_payment,0.52,0.196,0.324
Tips for spending in a foreign currency,16,Currency exchange and transfer fees,24,Cash withdrawal and exchange fees,0.588,0.262,0.325
Purchase protection coverage,23,Purchase insurance coverage,22,Cancel for any reason protection,0.489,0.164,0.325
Refund protection coverage,23,Purchase insurance coverage,22,Cancel for any reason protection,0.5,0.173,0.327
Why has my card payment been reverted?,21,Declined card payments and balances,9,Transfer status and processing times,0.525,0.199,0.327
Can I order my card to a different address?,28,Ordering physical cards,41,Physical card activation and replacement,0.498,0.171,0.327
Getting started with travel insurance,2,Travel insurance coverage,22,Cancel for any reason protection,0.458,0.13,0.328
What is a virtual card?,38,Virtual card usage and limits,13,13_pay_card_money_payment,0.429,0.101,0.328
How long will Revolut hold my data?,30,eSIM data plan setup,33,Download statements and documents,0.453,0.124,0.329
What happens to my data while my account is being moved?,19,Account move to Revolut Bank,30,eSIM data plan setup,0.543,0.214,0.329
Paid plan downgrade fees ,20,Downgrading paid plans,43,Gifting paid plans,0.506,0.174,0.331
Downgrading your paid plan,20,Downgrading paid plans,43,Gifting paid plans,0.549,0.218,0.331
What is a special edition card?,28,Ordering physical cards,41,Physical card activation and replacement,0.482,0.149,0.332
Cover for medical expenses abroad,2,Travel insurance coverage,22,Cancel for any reason protection,0.51,0.179,0.332
Can I get a VAT invoice for my Stays booking?,18,RevPoints earning and redemption,25,Identity verification documents,0.466,0.133,0.333
Crypto recurring buy,0,Trading order types,5,Revolut crypto trading and setup,0.527,0.193,0.334
What are Payment Links and how do I use them?,13,13_pay_card_money_payment,16,Currency exchange and transfer fees,0.54,0.206,0.334
Auto-renewing an eSIM data plan,30,eSIM data plan setup,20,Downgrading paid plans,0.498,0.163,0.335
Does moving home impact my travel insurance?,2,Travel insurance coverage,22,Cancel for any reason protection,0.437,0.102,0.335
How to add money for the Referrals reward,6,Referral purchase requirements,13,13_pay_card_money_payment,0.438,0.102,0.335
How do I get an update on my existing claim?,2,Travel insurance coverage,23,Purchase insurance coverage,0.56,0.222,0.337
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.547,0.209,0.338
Hidden accounts and transactions,31,Joint account management,42,Financial analytics dashboard,0.475,0.135,0.34
How does Revolut keep my money safe?,26,FSCS fund protection,14,Bank transfers to Revolut,0.491,0.15,0.341
Is my mobile device covered by Revolut purchase protection?,23,Purchase insurance coverage,22,Cancel for any reason protection,0.52,0.178,0.342
Trading with crypto tiered pricing,24,Cash withdrawal and exchange fees,5,Revolut crypto trading and setup,0.485,0.142,0.343
Cancelling or rescheduling a number transfer to Revolut,34,Mobile number transfer,30,eSIM data plan setup,0.518,0.173,0.344
Declined card payment isn't visible,21,Declined card payments and balances,41,Physical card activation and replacement,0.489,0.145,0.344
How does Bulgaria adopting the Euro affect me?,16,Currency exchange and transfer fees,24,Cash withdrawal and exchange fees,0.453,0.108,0.345
Crypto Learn,5,Revolut crypto trading and setup,3,Crypto deposit troubleshooting,0.513,0.167,0.346
Paid plan payment status,20,Downgrading paid plans,43,Gifting paid plans,0.455,0.109,0.346
My Ramp transaction is completed but I didn't receive the funds,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.493,0.147,0.346
I ordered a card and it didn't arrive,28,Ordering physical cards,41,Physical card activation and replacement,0.478,0.132,0.346
Log in with a new phone number,10,Logging in with phone number,34,Mobile number transfer,0.568,0.22,0.348
Getting started with Savings,37,Instant Access Savings Interest Rates,31,Joint account management,0.458,0.11,0.348
How do I get the Clear Sky debit card?,28,Ordering physical cards,41,Physical card activation and replacement,0.492,0.143,0.349
What gambling support is available?,4,Reporting vulnerable circumstances,29,Tax and national ID requirements,0.623,0.274,0.349
Will my account be at risk while it's being moved over?,19,Account move to Revolut Bank,26,FSCS fund protection,0.497,0.149,0.349
How to download a card confirmation document,33,Download statements and documents,25,Identity verification documents,0.522,0.171,0.351
Which countries can I send a card transfer to?,8,Supported currencies and cards,14,Bank transfers to Revolut,0.523,0.172,0.352
Restricted card deposits,13,13_pay_card_money_payment,14,Bank transfers to Revolut,0.453,0.101,0.352
What items are eligible for purchase insurance?,23,Purchase insurance coverage,2,Travel insurance coverage,0.52,0.168,0.352
Close a stock position,0,Trading order types,39,Corporate actions on shares,0.535,0.183,0.353
Supported eSIM devices,30,eSIM data plan setup,45,Revolut Pro features and cashback,0.557,0.204,0.353
I can't send a transfer or create a recipient,7,Schedule and cancel transfers,9,Transfer status and processing times,0.574,0.221,0.353
My card payment was declined by the security system,21,Declined card payments and balances,41,Physical card activation and replacement,0.49,0.135,0.355
Difference between limited and full access to the web app,12,Account security features,10,Logging in with phone number,0.579,0.222,0.357
Setting up Google Pay,46,Adding cards to Apple Pay,13,13_pay_card_money_payment,0.486,0.128,0.359
Pending crypto withdrawals,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.517,0.159,0.359
Download your account confirmation,33,Download statements and documents,25,Identity verification documents,0.569,0.204,0.365
Documents needed for an Ultra trip and event cancellation protection claim,22,Cancel for any reason protection,2,Travel insurance coverage,0.52,0.154,0.365
Upgrade my plan,20,Downgrading paid plans,43,Gifting paid plans,0.541,0.173,0.367
Download a cryptocurrency statement,33,Download statements and documents,5,Revolut crypto trading and setup,0.579,0.211,0.368
Crypto rates and spread,5,Revolut crypto trading and setup,0,Trading order types,0.639,0.269,0.37
Why can't I trade in Revolut X?,0,Trading order types,5,Revolut crypto trading and setup,0.571,0.201,0.371
Can't see my deposit in-app,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.583,0.21,0.373
Why was my outbound bank transfer reverted?,9,Transfer status and processing times,7,Schedule and cancel transfers,0.523,0.149,0.374
Warranty on the Revolut Reader,13,13_pay_card_money_payment,4,Reporting vulnerable circumstances,0.507,0.133,0.374
Stock markets,39,Corporate actions on shares,0,Trading order types,0.621,0.246,0.375
Trouble with my selfie verification for Wealth Protection,25,Identity verification documents,12,Account security features,0.577,0.201,0.376
Will my fees and charges change now that Revolut is a bank?,19,Account move to Revolut Bank,26,FSCS fund protection,0.519,0.143,0.376
How do I make a travel insurance claim?,2,Travel insurance coverage,23,Purchase insurance coverage,0.514,0.136,0.377
Currency exchange fees and limits,24,Cash withdrawal and exchange fees,16,Currency exchange and transfer fees,0.542,0.164,0.378
Failed crypto withdrawals,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.512,0.133,0.379
"Supported crypto deposit currencies, networks, and exchanges",3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.591,0.211,0.38
Add money with a bank transfer,14,Bank transfers to Revolut,9,Transfer status and processing times,0.58,0.199,0.381
Where can I find my Revolut Pro account in-app?,45,Revolut Pro features and cashback,31,Joint account management,0.516,0.134,0.382
When does my ATM withdrawal limit reset?,24,Cash withdrawal and exchange fees,20,Downgrading paid plans,0.526,0.143,0.383
Source of funds,25,Identity verification documents,42,Financial analytics dashboard,0.526,0.143,0.383
Close a Pocket,27,Pockets and Spare Change Donations,31,Joint account management,0.501,0.118,0.383
Someone wants to give you a lot of money?,1,Reporting scams and fraud,12,Account security features,0.562,0.179,0.383
Am I eligible for Apple Pay?,8,Supported currencies and cards,46,Adding cards to Apple Pay,0.519,0.134,0.385
Add money with an easy bank transfer,14,Bank transfers to Revolut,9,Transfer status and processing times,0.504,0.119,0.385
How do I use a Revolut virtual card?,38,Virtual card usage and limits,13,13_pay_card_money_payment,0.5,0.114,0.385
Dispute a card payment,21,Declined card payments and balances,9,Transfer status and processing times,0.594,0.208,0.386
Getting an update on an everyday protection claim,23,Purchase insurance coverage,22,Cancel for any reason protection,0.594,0.208,0.386
Getting started with Pockets,27,Pockets and Spare Change Donations,15,Kids and Teens Account Management,0.496,0.109,0.387
Order a physical card,28,Ordering physical cards,41,Physical card activation and replacement,0.511,0.122,0.388
Using Tap to Pay on iPhone to take payments,13,13_pay_card_money_payment,45,Revolut Pro features and cashback,0.61,0.221,0.389
I want to close my Joint account,31,Joint account management,14,Bank transfers to Revolut,0.539,0.15,0.389
Accessing the Retail Web App,10,Logging in with phone number,12,Account security features,0.565,0.176,0.39
About crypto unified balance,5,Revolut crypto trading and setup,33,Download statements and documents,0.502,0.111,0.391
Why wasn’t my income sorted?,42,Financial analytics dashboard,16,Currency exchange and transfer fees,0.501,0.108,0.393
Crypto account onboarding requirements,5,Revolut crypto trading and setup,3,Crypto deposit troubleshooting,0.503,0.108,0.395
Cancelling your old phone plan,34,Mobile number transfer,10,Logging in with phone number,0.548,0.151,0.396
Is my crypto safe with Revolut?,5,Revolut crypto trading and setup,12,Account security features,0.561,0.164,0.397
What is Trading Pro?,36,Trading fees and allowances,45,Revolut Pro features and cashback,0.576,0.178,0.398
How can I redeem my Pro Perks offers?,45,Revolut Pro features and cashback,18,RevPoints earning and redemption,0.654,0.256,0.398
How to download a subject access request document,33,Download statements and documents,25,Identity verification documents,0.501,0.101,0.4
Glossary of onboarding terms,17,Exchange Traded Products,42,Financial analytics dashboard,0.6,0.199,0.401
Why might my currency order fail or not execute?,0,Trading order types,16,Currency exchange and transfer fees,0.594,0.192,0.402
Sign in with face ID or fingerprint,10,Logging in with phone number,12,Account security features,0.573,0.171,0.402
How does converting cryptocurrency to fiat currency work?,0,Trading order types,5,Revolut crypto trading and setup,0.627,0.224,0.402
Buying or selling commodities,0,Trading order types,5,Revolut crypto trading and setup,0.597,0.191,0.406
Buy order block,0,Trading order types,29,Tax and national ID requirements,0.527,0.12,0.407
Why is the Revolut app no longer supported on my device?,12,Account security features,10,Logging in with phone number,0.627,0.22,0.408
Change my phone number,10,Logging in with phone number,34,Mobile number transfer,0.642,0.233,0.409
Laundryheap,11,Accessing plan partner subscriptions,10,Logging in with phone number,0.53,0.121,0.409
Add a new wallet to withdraw crypto,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.592,0.182,0.41
I found my lost card,41,Physical card activation and replacement,28,Ordering physical cards,0.563,0.152,0.411
How to ensure my crypto is transferred successfully?,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.561,0.149,0.412
Revolut - Kids & Teens Referrals,15,Kids and Teens Account Management,6,Referral purchase requirements,0.627,0.214,0.413
Transfer your Revolut number to another provider,34,Mobile number transfer,20,Downgrading paid plans,0.545,0.13,0.414
How to assign and adjust categories,7,Schedule and cancel transfers,42,Financial analytics dashboard,0.623,0.209,0.414
Create and manage custom categories for transactions,7,Schedule and cancel transfers,42,Financial analytics dashboard,0.69,0.275,0.415
How does the commission-free allowance work?,36,Trading fees and allowances,20,Downgrading paid plans,0.562,0.146,0.416
How do I cancel my Pet Insurance policy?,32,Pet Insurance Policy Management,23,Purchase insurance coverage,0.578,0.161,0.417
Can I have a trading account if I’m a US Person?,29,Tax and national ID requirements,4,Reporting vulnerable circumstances,0.617,0.201,0.417
How can I keep my account safe from fraud?,1,Reporting scams and fraud,28,Ordering physical cards,0.528,0.111,0.417
Setting up Apple Pay,46,Adding cards to Apple Pay,13,13_pay_card_money_payment,0.522,0.104,0.418
What currency will I be charged in?,16,Currency exchange and transfer fees,21,Declined card payments and balances,0.532,0.114,0.418
Stocks and Shares ISA rules,35,Stocks and Shares ISA,39,Corporate actions on shares,0.573,0.155,0.418
Overview of Revolut Trading Ltd's omnibus account ,26,FSCS fund protection,17,Exchange Traded Products,0.552,0.134,0.418
Download transaction or top-up statement,33,Download statements and documents,20,Downgrading paid plans,0.525,0.105,0.42
What is the consolidated statement?,33,Download statements and documents,29,Tax and national ID requirements,0.588,0.167,0.42
Joint account card payments,31,Joint account management,14,Bank transfers to Revolut,0.529,0.109,0.42
What do I need to do to move my account to a bank account?,19,Account move to Revolut Bank,26,FSCS fund protection,0.561,0.14,0.421
Promotional and free trials,20,Downgrading paid plans,43,Gifting paid plans,0.588,0.164,0.424
Add money to or withdraw from Revolut Kids & Teens account,15,Kids and Teens Account Management,14,Bank transfers to Revolut,0.541,0.116,0.425
How will the account transition affect returns/chargebacks?,19,Account move to Revolut Bank,26,FSCS fund protection,0.68,0.254,0.426
Exceeding my ISA allowance,35,Stocks and Shares ISA,36,Trading fees and allowances,0.64,0.212,0.427
Trading orders routing,0,Trading order types,32,Pet Insurance Policy Management,0.617,0.189,0.428
What are the fees for Trading Pro?,36,Trading fees and allowances,45,Revolut Pro features and cashback,0.636,0.207,0.429
How can I see my travel analytics?,42,Financial analytics dashboard,22,Cancel for any reason protection,0.573,0.144,0.429
Stocks and Shares Individual Savings Account (ISA),35,Stocks and Shares ISA,36,Trading fees and allowances,0.573,0.142,0.431
Looking for a high return?,1,Reporting scams and fraud,17,Exchange Traded Products,0.549,0.117,0.432
Change passcode,10,Logging in with phone number,25,Identity verification documents,0.567,0.134,0.434
Setting up voicemail,46,Adding cards to Apple Pay,10,Logging in with phone number,0.666,0.231,0.435
Lost or stolen device,10,Logging in with phone number,44,Click to Pay card management,0.584,0.149,0.435
Receive (deposit) crypto from an external address,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.662,0.226,0.435
Investing with the Stocks and Shares ISA,35,Stocks and Shares ISA,39,Corporate actions on shares,0.624,0.187,0.437
Understanding mobile plan numbers,34,Mobile number transfer,20,Downgrading paid plans,0.605,0.165,0.439
The Athletic,11,Accessing plan partner subscriptions,20,Downgrading paid plans,0.571,0.13,0.441
Am I covered for trips or events that I didn't purchase with my Revolut account with Ultra trip and event cancellation protection?,22,Cancel for any reason protection,2,Travel insurance coverage,0.555,0.112,0.443
Stake and unstake crypto,5,Revolut crypto trading and setup,3,Crypto deposit troubleshooting,0.679,0.233,0.445
Cash withdrawal limits and fees,24,Cash withdrawal and exchange fees,16,Currency exchange and transfer fees,0.587,0.142,0.445
Why is my card transfer still pending?,9,Transfer status and processing times,7,Schedule and cancel transfers,0.636,0.189,0.448
Mobile plan voice support,4,Reporting vulnerable circumstances,34,Mobile number transfer,0.589,0.14,0.449
My single-use virtual card isn't working,38,Virtual card usage and limits,46,Adding cards to Apple Pay,0.565,0.115,0.45
Is the money in my Savings account protected by the FSCS?,26,FSCS fund protection,37,Instant Access Savings Interest Rates,0.649,0.198,0.451
Difficulty with selfie authentication,25,Identity verification documents,10,Logging in with phone number,0.608,0.156,0.452
Why is my incoming transfer pending?,9,Transfer status and processing times,14,Bank transfers to Revolut,0.599,0.144,0.454
How will I know when my account has been moved?,19,Account move to Revolut Bank,26,FSCS fund protection,0.621,0.165,0.456
Why is my card added to Click to Pay not shown at checkout?,44,Click to Pay card management,10,Logging in with phone number,0.578,0.123,0.456
My card payment was declined,21,Declined card payments and balances,41,Physical card activation and replacement,0.566,0.109,0.457
How can I file a complaint?,4,Reporting vulnerable circumstances,10,Logging in with phone number,0.574,0.117,0.457
Service disruptions during transfer to Revolut,34,Mobile number transfer,30,eSIM data plan setup,0.599,0.14,0.458
Sending paid plan gifts,43,Gifting paid plans,20,Downgrading paid plans,0.619,0.159,0.46
Failed crypto deposits,3,Crypto deposit troubleshooting,22,Cancel for any reason protection,0.6,0.135,0.464
What are the main pet insurance policy conditions I should be aware of?,32,Pet Insurance Policy Management,2,Travel insurance coverage,0.606,0.14,0.466
Fees for cash withdrawals,24,Cash withdrawal and exchange fees,16,Currency exchange and transfer fees,0.622,0.155,0.467
Stocks and Shares ISA transfers,35,Stocks and Shares ISA,39,Corporate actions on shares,0.592,0.125,0.468
How do I access a partner benefit?,11,Accessing plan partner subscriptions,20,Downgrading paid plans,0.638,0.169,0.469
Trade confirmation statements,33,Download statements and documents,36,Trading fees and allowances,0.621,0.151,0.47
Headspace,11,Accessing plan partner subscriptions,43,Gifting paid plans,0.582,0.112,0.47
Change or verify email address,10,Logging in with phone number,25,Identity verification documents,0.615,0.143,0.472
Limits for using my card abroad,24,Cash withdrawal and exchange fees,13,13_pay_card_money_payment,0.643,0.169,0.473
Withdrawing from Pockets,27,Pockets and Spare Change Donations,15,Kids and Teens Account Management,0.593,0.119,0.474
Earning interest with Savings,37,Instant Access Savings Interest Rates,26,FSCS fund protection,0.596,0.122,0.474
Can I use leverage to trade?,0,Trading order types,36,Trading fees and allowances,0.662,0.187,0.475
Setting up a Joint account,31,Joint account management,14,Bank transfers to Revolut,0.582,0.107,0.475
Met someone new online?,1,Reporting scams and fraud,9,Transfer status and processing times,0.594,0.118,0.476
Revtags,10,Logging in with phone number,11,Accessing plan partner subscriptions,0.599,0.121,0.478
Ukraine card top-up limits,13,13_pay_card_money_payment,14,Bank transfers to Revolut,0.616,0.134,0.481
How to place a stock order,0,Trading order types,36,Trading fees and allowances,0.616,0.136,0.481
