title,topic_1,label_1,topic_2,label_2,p1,p2,margin
"How to report a suspicious call, email, link, or text",5,Reporting phone and payment scams,18,Reporting vulnerable circumstances,0.391,0.16,0.23
What is a virtual card?,1,Card payment troubleshooting,22,Ordering new cards,0.49,0.259,0.231
Work at Revolut,13,Accessing Revolut plan benefits,16,Revolut crypto trading and setup,0.617,0.383,0.233
Download a transfer confirmation,11,Transfer status and delays,25,Download account statements,0.42,0.185,0.235
How does the commission-free allowance work?,6,Currency exchange and withdrawal fees,15,Downgrading paid plans,0.449,0.212,0.237
Paying a bill with new bank details? ,5,Reporting phone and payment scams,21,External bank account transfers,0.373,0.135,0.237
Currency exchange orders,2,Trading order types,24,Currency accounts and exchange fees,0.459,0.222,0.237
How to withdraw a foreign currency,24,Currency accounts and exchange fees,1,Card payment troubleshooting,0.377,0.139,0.238
Ukraine card top-up limits,8,Supported currencies and cards,1,Card payment troubleshooting,0.46,0.222,0.238
How can I see my travel analytics?,0,Travel insurance trip coverage,27,Account security and fraud protection,0.352,0.114,0.238
Do I have to pay for my trip using my Revolut account?,0,Travel insurance trip coverage,4,Joint account closure,0.364,0.124,0.239
Add money in one tap,21,External bank account transfers,1,Card payment troubleshooting,0.372,0.131,0.24
Get a Pockets statement,25,Download account statements,26,Managing Revolut Pockets,0.419,0.176,0.242
How to set up Direct Debits in Pro,17,Managing scheduled transfers,4,Joint account closure,0.42,0.178,0.242
Revolut — Kids & Teens subscription bundles,10,Managing Kids and Teens accounts,13,Accessing Revolut plan benefits,0.503,0.261,0.243
Received an unexpected link?,5,Reporting phone and payment scams,3,Identity and account verification,0.37,0.127,0.243
Have you been offered money to move funds?,5,Reporting phone and payment scams,4,Joint account closure,0.379,0.133,0.246
Who is Revolut Trading Ltd authorised by?,19,FSCS protection for Revolut accounts,20,Tax and national identification,0.506,0.257,0.249
Can I cover intermediary bank fees upfront?,6,Currency exchange and withdrawal fees,24,Currency accounts and exchange fees,0.406,0.155,0.251
Add money with a bank transfer,21,External bank account transfers,11,Transfer status and delays,0.5,0.249,0.251
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.568,0.316,0.252
Where can I find my Revolut Pro account in-app?,4,Joint account closure,1,Card payment troubleshooting,0.419,0.162,0.257
How will I know when my account has been moved?,4,Joint account closure,19,FSCS protection for Revolut accounts,0.478,0.22,0.258
Card verification and pre-authorisation,1,Card payment troubleshooting,22,Ordering new cards,0.479,0.221,0.258
Difference between Revolut Pro and Revolut Business,4,Joint account closure,24,Currency accounts and exchange fees,0.388,0.129,0.259
An urgent call out of the blue?,5,Reporting phone and payment scams,4,Joint account closure,0.371,0.111,0.26
Bring your number to Revolut mobile,23,eSIM data plan management,11,Transfer status and delays,0.472,0.212,0.26
Hidden accounts and transactions,4,Joint account closure,19,FSCS protection for Revolut accounts,0.425,0.164,0.261
Setting up Apple Pay,1,Card payment troubleshooting,22,Ordering new cards,0.435,0.173,0.262
When does my ATM withdrawal limit reset?,6,Currency exchange and withdrawal fees,15,Downgrading paid plans,0.512,0.251,0.262
How long will Revolut hold my data?,23,eSIM data plan management,27,Account security and fraud protection,0.408,0.146,0.262
Why was my transfer sent via an intermediary bank?,11,Transfer status and delays,21,External bank account transfers,0.502,0.239,0.263
Start with Revolut Ramp,16,Revolut crypto trading and setup,4,Joint account closure,0.41,0.147,0.263
How to disable RevPoints spare change?,12,RevPoints loyalty program,26,Managing Revolut Pockets,0.6,0.336,0.264
Missing reward from an influencer or brand signup,7,Referral purchase step requirements,15,Downgrading paid plans,0.424,0.156,0.267
My single-use virtual card isn't working,1,Card payment troubleshooting,22,Ordering new cards,0.5,0.232,0.267
Bonds fees,6,Currency exchange and withdrawal fees,24,Currency accounts and exchange fees,0.514,0.244,0.27
Why might my currency order fail or not execute?,2,Trading order types,24,Currency accounts and exchange fees,0.518,0.248,0.27
How do I complain about my pet insurance?,18,Reporting vulnerable circumstances,15,Downgrading paid plans,0.445,0.173,0.272
Buying something online?,5,Reporting phone and payment scams,21,External bank account transfers,0.388,0.114,0.274
How do regulatory limits affect my usage?,1,Card payment troubleshooting,3,Identity and account verification,0.453,0.177,0.276
Can I transfer my account from another broker?,11,Transfer status and delays,2,Trading order types,0.417,0.141,0.276
How to complete 'Add Money' step,7,Referral purchase step requirements,21,External bank account transfers,0.416,0.14,0.277
How to contact Revolut Support,18,Reporting vulnerable circumstances,13,Accessing Revolut plan benefits,0.495,0.218,0.277
What is the location-based security feature?,27,Account security and fraud protection,22,Ordering new cards,0.476,0.196,0.28
Crypto Learn,16,Revolut crypto trading and setup,9,Crypto deposit troubleshooting,0.477,0.197,0.281
Why can't I trade in Revolut X?,2,Trading order types,16,Revolut crypto trading and setup,0.487,0.204,0.283
Close my investment account,4,Joint account closure,20,Tax and national identification,0.456,0.173,0.283
What is a crypto ETN?,14,Crypto ETNs and ETPs,16,Revolut crypto trading and setup,0.511,0.225,0.286
Which countries can I send a card transfer to?,8,Supported currencies and cards,21,External bank account transfers,0.473,0.186,0.286
How does travel mode work?,27,Account security and fraud protection,15,Downgrading paid plans,0.398,0.111,0.287
Delayed (offline) card payments,1,Card payment troubleshooting,9,Crypto deposit troubleshooting,0.466,0.179,0.288
What should I do if my card is expiring soon?,22,Ordering new cards,1,Card payment troubleshooting,0.469,0.179,0.29
Managing a number transfer to Revolut,23,eSIM data plan management,11,Transfer status and delays,0.501,0.21,0.291
How long will the Authorised Push Payment fraud reimbursement process take?,11,Transfer status and delays,21,External bank account transfers,0.47,0.178,0.291
What is a fractional share?,2,Trading order types,14,Crypto ETNs and ETPs,0.527,0.235,0.292
Will the account transition have any tax implications?,20,Tax and national identification,4,Joint account closure,0.5,0.207,0.293
Am I eligible for Click to Pay?,8,Supported currencies and cards,1,Card payment troubleshooting,0.627,0.331,0.296
Send (withdraw) crypto to an external address,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.507,0.209,0.298
Revolut – Kids & Teens card management,10,Managing Kids and Teens accounts,1,Card payment troubleshooting,0.47,0.171,0.299
About crypto unified balance,16,Revolut crypto trading and setup,24,Currency accounts and exchange fees,0.455,0.157,0.299
Crypto payments and how they work,16,Revolut crypto trading and setup,1,Card payment troubleshooting,0.444,0.145,0.299
When will I receive my Revolut Terminal?,22,Ordering new cards,11,Transfer status and delays,0.473,0.173,0.3
Service disruptions during transfer to Revolut,23,eSIM data plan management,11,Transfer status and delays,0.517,0.216,0.301
My Ramp transaction is completed but I didn't receive the funds,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.493,0.192,0.301
Block or report another Revolut customer,5,Reporting phone and payment scams,26,Managing Revolut Pockets,0.417,0.115,0.301
Close a Pocket,26,Managing Revolut Pockets,4,Joint account closure,0.472,0.169,0.303
Spare change round ups,26,Managing Revolut Pockets,12,RevPoints loyalty program,0.46,0.156,0.304
Calculation of crypto tiered pricing,6,Currency exchange and withdrawal fees,24,Currency accounts and exchange fees,0.485,0.181,0.304
What are the fees for ordering a card?,22,Ordering new cards,6,Currency exchange and withdrawal fees,0.489,0.185,0.304
How does Bulgaria adopting the Euro affect me?,24,Currency accounts and exchange fees,6,Currency exchange and withdrawal fees,0.446,0.142,0.304
What are Payment Links and how do I use them?,1,Card payment troubleshooting,6,Currency exchange and withdrawal fees,0.454,0.149,0.305
What features are supported on the Web App?,27,Account security and fraud protection,25,Download account statements,0.567,0.261,0.306
Order a Joint account card,22,Ordering new cards,4,Joint account closure,0.478,0.171,0.307
Getting started with Savings,19,FSCS protection for Revolut accounts,4,Joint account closure,0.443,0.137,0.307
Crypto recurring buy,2,Trading order types,16,Revolut crypto trading and setup,0.504,0.196,0.309
Download your account confirmation,25,Download account statements,3,Identity and account verification,0.55,0.24,0.31
"I just made an exchange, but I can't find my money",24,Currency accounts and exchange fees,21,External bank account transfers,0.439,0.126,0.313
Why is my transfer to a bank account still pending?,11,Transfer status and delays,21,External bank account transfers,0.5,0.187,0.313
Which Revolut Trading entity is providing me services?,19,FSCS protection for Revolut accounts,2,Trading order types,0.658,0.342,0.316
Conditions for the referral campaign,7,Referral purchase step requirements,1,Card payment troubleshooting,0.467,0.148,0.319
Why is my Apple Pay card number different from my Revolut's?,1,Card payment troubleshooting,25,Download account statements,0.452,0.133,0.319
How does crypto staking work?,16,Revolut crypto trading and setup,14,Crypto ETNs and ETPs,0.474,0.154,0.32
Trading value limits,2,Trading order types,6,Currency exchange and withdrawal fees,0.539,0.218,0.321
Revolut crypto features and products,16,Revolut crypto trading and setup,9,Crypto deposit troubleshooting,0.549,0.225,0.324
Lost or stolen device,3,Identity and account verification,27,Account security and fraud protection,0.465,0.14,0.324
My friend hasn’t received the card. Will I get my reward?,7,Referral purchase step requirements,1,Card payment troubleshooting,0.485,0.161,0.324
Get paid early with Early Salary,21,External bank account transfers,24,Currency accounts and exchange fees,0.465,0.14,0.324
Limits for transfers to other Revolut customers,21,External bank account transfers,24,Currency accounts and exchange fees,0.469,0.143,0.327
How are trips defined for travel analytics?,0,Travel insurance trip coverage,27,Account security and fraud protection,0.453,0.126,0.327
Transfer your Revolut number to another provider,23,eSIM data plan management,15,Downgrading paid plans,0.508,0.176,0.332
What are Revolut Terminals?,1,Card payment troubleshooting,7,Referral purchase step requirements,0.509,0.176,0.333
Setting up scheduled payments to another Revolut customer,17,Managing scheduled transfers,0,Travel insurance trip coverage,0.503,0.169,0.334
Setting up Google Pay,1,Card payment troubleshooting,3,Identity and account verification,0.472,0.138,0.334
Understanding the account review process,3,Identity and account verification,27,Account security and fraud protection,0.668,0.332,0.335
Revolut.me link,1,Card payment troubleshooting,17,Managing scheduled transfers,0.474,0.138,0.336
Overview of Revolut Trading Ltd's omnibus account ,19,FSCS protection for Revolut accounts,14,Crypto ETNs and ETPs,0.526,0.191,0.336
Claiming special bonus offered by Revolut promotion,7,Referral purchase step requirements,1,Card payment troubleshooting,0.504,0.165,0.338
Buy and sell crypto,16,Revolut crypto trading and setup,2,Trading order types,0.553,0.214,0.339
Why was my outbound bank transfer reverted?,11,Transfer status and delays,21,External bank account transfers,0.553,0.213,0.339
Payment limits when using Apple Pay or Google Pay,1,Card payment troubleshooting,7,Referral purchase step requirements,0.577,0.238,0.339
Shops,12,RevPoints loyalty program,1,Card payment troubleshooting,0.509,0.169,0.34
What will happen to my funds if Revolut goes bankrupt?,19,FSCS protection for Revolut accounts,27,Account security and fraud protection,0.471,0.131,0.34
Download a cryptocurrency statement,25,Download account statements,16,Revolut crypto trading and setup,0.565,0.22,0.345
Trouble with my selfie verification for Wealth Protection,3,Identity and account verification,27,Account security and fraud protection,0.607,0.26,0.347
How to download a subject access request document,25,Download account statements,3,Identity and account verification,0.547,0.2,0.347
How to add money for the Referrals reward,7,Referral purchase step requirements,1,Card payment troubleshooting,0.499,0.152,0.347
Does moving home impact my travel insurance?,0,Travel insurance trip coverage,4,Joint account closure,0.467,0.117,0.35
Revolut – Kids & Teens cards,10,Managing Kids and Teens accounts,22,Ordering new cards,0.476,0.123,0.353
What if Revolut - Kids & Teens isn't available?,10,Managing Kids and Teens accounts,8,Supported currencies and cards,0.63,0.277,0.353
Cancelling or rescheduling a number transfer to Revolut,23,eSIM data plan management,11,Transfer status and delays,0.517,0.164,0.353
Pay with Revolut Ramp,16,Revolut crypto trading and setup,3,Identity and account verification,0.502,0.147,0.354
Revolut Business,4,Joint account closure,3,Identity and account verification,0.459,0.104,0.355
Why is my card transfer still pending?,11,Transfer status and delays,17,Managing scheduled transfers,0.532,0.178,0.355
Get started with crypto ETNs,14,Crypto ETNs and ETPs,16,Revolut crypto trading and setup,0.543,0.185,0.358
How do I link an external account to Revolut?,21,External bank account transfers,4,Joint account closure,0.468,0.109,0.359
How to redeem RevPoints for gift cards,12,RevPoints loyalty program,15,Downgrading paid plans,0.536,0.176,0.359
Pay for your missed plan payment,15,Downgrading paid plans,6,Currency exchange and withdrawal fees,0.509,0.149,0.36
Report a card payment as a scam or fraud,5,Reporting phone and payment scams,1,Card payment troubleshooting,0.538,0.177,0.361
Joint account card payments,4,Joint account closure,21,External bank account transfers,0.498,0.136,0.361
Exceeding my ISA allowance,20,Tax and national identification,6,Currency exchange and withdrawal fees,0.64,0.278,0.361
Can't see my deposit in-app,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.561,0.2,0.361
Looking for a high return?,5,Reporting phone and payment scams,14,Crypto ETNs and ETPs,0.488,0.126,0.362
What happens if my joint account balance goes negative?,4,Joint account closure,1,Card payment troubleshooting,0.523,0.16,0.363
Add money to or withdraw from Revolut Kids & Teens account,10,Managing Kids and Teens accounts,21,External bank account transfers,0.494,0.13,0.364
Source of funds,3,Identity and account verification,25,Download account statements,0.537,0.173,0.364
Fees for trading crypto,6,Currency exchange and withdrawal fees,16,Revolut crypto trading and setup,0.511,0.146,0.364
Adding money to Pockets,26,Managing Revolut Pockets,24,Currency accounts and exchange fees,0.482,0.118,0.364
Dividends,20,Tax and national identification,2,Trading order types,0.506,0.141,0.365
How to ensure my crypto is transferred successfully?,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.571,0.204,0.367
How to download a card confirmation document,25,Download account statements,3,Identity and account verification,0.555,0.187,0.368
Someone wants to give you a lot of money?,5,Reporting phone and payment scams,6,Currency exchange and withdrawal fees,0.533,0.166,0.368
Is my account eligible to be moved to Revolut Bank?,4,Joint account closure,19,FSCS protection for Revolut accounts,0.511,0.143,0.368
How are my investments with Revolut protected?,19,FSCS protection for Revolut accounts,14,Crypto ETNs and ETPs,0.558,0.188,0.37
Failed crypto withdrawals,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.56,0.19,0.371
Difference between limited and full access to the web app,27,Account security and fraud protection,23,eSIM data plan management,0.511,0.14,0.371
Receive (deposit) crypto from an external address,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.625,0.253,0.371
"My friend added money, but I still didn’t get the reward",7,Referral purchase step requirements,1,Card payment troubleshooting,0.479,0.106,0.373
Reactivate a card,22,Ordering new cards,1,Card payment troubleshooting,0.58,0.207,0.374
Buy order block,2,Trading order types,5,Reporting phone and payment scams,0.475,0.101,0.374
My card payment was declined,1,Card payment troubleshooting,22,Ordering new cards,0.576,0.199,0.376
I'm having trouble using my Revolut Terminal,23,eSIM data plan management,1,Card payment troubleshooting,0.571,0.196,0.376
Am I covered for trips or events that I didn't purchase with my Revolut account with Ultra trip and event cancellation protection?,0,Travel insurance trip coverage,4,Joint account closure,0.512,0.136,0.376
What is Dynamic Currency Conversion (DCC)?,24,Currency accounts and exchange fees,6,Currency exchange and withdrawal fees,0.626,0.249,0.377
Revolut mobile plans,23,eSIM data plan management,15,Downgrading paid plans,0.591,0.214,0.377
Switch your account to Revolut,4,Joint account closure,17,Managing scheduled transfers,0.547,0.169,0.378
Stake and unstake crypto,16,Revolut crypto trading and setup,9,Crypto deposit troubleshooting,0.611,0.231,0.379
Log in with a new phone number,3,Identity and account verification,23,eSIM data plan management,0.547,0.168,0.379
Add money with an easy bank transfer,21,External bank account transfers,11,Transfer status and delays,0.533,0.154,0.379
I received a transfer from an unknown sender,18,Reporting vulnerable circumstances,11,Transfer status and delays,0.63,0.25,0.38
Failed payment on Tap to Pay on iPhone,1,Card payment troubleshooting,8,Supported currencies and cards,0.545,0.163,0.382
How do I get the Clear Sky debit card?,22,Ordering new cards,1,Card payment troubleshooting,0.511,0.129,0.382
Buying a corporate bond vs buying stock in the same company,2,Trading order types,14,Crypto ETNs and ETPs,0.661,0.278,0.383
"Supported crypto deposit currencies, networks, and exchanges",9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.564,0.181,0.383
Open a Revolut – Kids & Teens account,10,Managing Kids and Teens accounts,24,Currency accounts and exchange fees,0.493,0.11,0.383
Can I reopen my closed account?,4,Joint account closure,3,Identity and account verification,0.51,0.126,0.384
How do I add cards to Click to Pay?,1,Card payment troubleshooting,27,Account security and fraud protection,0.558,0.175,0.384
Pending crypto withdrawals,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.62,0.234,0.386
Difficulty logging in,3,Identity and account verification,23,eSIM data plan management,0.514,0.128,0.386
I was asked for additional information about my transaction,3,Identity and account verification,25,Download account statements,0.513,0.127,0.386
Fees for card payments in a foreign currency,6,Currency exchange and withdrawal fees,15,Downgrading paid plans,0.533,0.146,0.387
What do I need to do to move my account to a bank account?,4,Joint account closure,21,External bank account transfers,0.545,0.158,0.387
Tips for spending in a foreign currency,24,Currency accounts and exchange fees,6,Currency exchange and withdrawal fees,0.669,0.277,0.392
Understanding mobile plan numbers,23,eSIM data plan management,15,Downgrading paid plans,0.621,0.229,0.392
What is Revolut ID?,3,Identity and account verification,20,Tax and national identification,0.554,0.161,0.393
Trading with crypto tiered pricing,6,Currency exchange and withdrawal fees,16,Revolut crypto trading and setup,0.548,0.155,0.393
Revolut data plans,23,eSIM data plan management,15,Downgrading paid plans,0.571,0.178,0.393
I want to close my Joint account,4,Joint account closure,21,External bank account transfers,0.573,0.179,0.394
Card customisation,22,Ordering new cards,1,Card payment troubleshooting,0.565,0.17,0.395
Locate a bank transfer sent from Revolut,11,Transfer status and delays,21,External bank account transfers,0.551,0.154,0.397
Can I order my card to a different address?,22,Ordering new cards,1,Card payment troubleshooting,0.534,0.136,0.398
Is my crypto safe with Revolut?,16,Revolut crypto trading and setup,27,Account security and fraud protection,0.551,0.151,0.4
Can I keep my e-money account?,4,Joint account closure,19,FSCS protection for Revolut accounts,0.54,0.136,0.404
Decline reasons on Apple Pay and Google Pay,1,Card payment troubleshooting,7,Referral purchase step requirements,0.587,0.183,0.404
What is Click to Pay?,1,Card payment troubleshooting,23,eSIM data plan management,0.561,0.157,0.404
How do I provide proof of address?,3,Identity and account verification,25,Download account statements,0.52,0.116,0.404
Revolut - Kids & Teens Referrals,10,Managing Kids and Teens accounts,7,Referral purchase step requirements,0.642,0.237,0.405
How can I remove my card from Click to Pay?,1,Card payment troubleshooting,22,Ordering new cards,0.612,0.206,0.406
Buying or selling commodities,2,Trading order types,24,Currency accounts and exchange fees,0.634,0.228,0.406
Documents for the source of funds verification,25,Download account statements,3,Identity and account verification,0.508,0.101,0.407
What are Revolut's safety features?,27,Account security and fraud protection,23,eSIM data plan management,0.52,0.113,0.408
Can I accept payments with Revolut Pro?,1,Card payment troubleshooting,6,Currency exchange and withdrawal fees,0.539,0.131,0.408
Getting started with Pockets,26,Managing Revolut Pockets,10,Managing Kids and Teens accounts,0.519,0.11,0.408
What is the consolidated statement?,25,Download account statements,20,Tax and national identification,0.586,0.178,0.408
Why was I charged more than I was shown?,6,Currency exchange and withdrawal fees,24,Currency accounts and exchange fees,0.515,0.105,0.409
How to calculate interest on Savings accounts,19,FSCS protection for Revolut accounts,4,Joint account closure,0.559,0.15,0.409
Crypto spare change,26,Managing Revolut Pockets,12,RevPoints loyalty program,0.546,0.136,0.411
Transfer I sent arrived in a different currency ,24,Currency accounts and exchange fees,11,Transfer status and delays,0.556,0.144,0.412
Advantages of investing in bonds,14,Crypto ETNs and ETPs,20,Tax and national identification,0.609,0.197,0.412
Completing the 'Make purchases' step,7,Referral purchase step requirements,1,Card payment troubleshooting,0.616,0.202,0.413
Reasons an investment account may be closed,4,Joint account closure,20,Tax and national identification,0.567,0.154,0.413
How does converting cryptocurrency to fiat currency work?,2,Trading order types,16,Revolut crypto trading and setup,0.637,0.224,0.413
Does the account transfer impact my plan insurance cover?,0,Travel insurance trip coverage,26,Managing Revolut Pockets,0.565,0.152,0.413
What are Pro Pockets?,26,Managing Revolut Pockets,20,Tax and national identification,0.576,0.16,0.415
Why is my incoming transfer pending?,11,Transfer status and delays,21,External bank account transfers,0.612,0.196,0.416
Accessing Revolut X,3,Identity and account verification,5,Reporting phone and payment scams,0.602,0.185,0.417
Problem with a Direct Debit,17,Managing scheduled transfers,24,Currency accounts and exchange fees,0.59,0.172,0.418
Tier progression and account changes,6,Currency exchange and withdrawal fees,16,Revolut crypto trading and setup,0.623,0.205,0.419
Crypto account onboarding requirements,16,Revolut crypto trading and setup,9,Crypto deposit troubleshooting,0.55,0.131,0.419
Am I eligible for Apple Pay?,8,Supported currencies and cards,1,Card payment troubleshooting,0.63,0.211,0.42
Failed payments on the Revolut Terminal,1,Card payment troubleshooting,23,eSIM data plan management,0.574,0.153,0.421
Can I cancel or edit a card order?,22,Ordering new cards,2,Trading order types,0.558,0.135,0.422
What is Trading Pro?,6,Currency exchange and withdrawal fees,2,Trading order types,0.579,0.158,0.422
What are the fees for Trading Pro?,6,Currency exchange and withdrawal fees,13,Accessing Revolut plan benefits,0.695,0.27,0.425
What are the requirements for 3 purchases?,7,Referral purchase step requirements,1,Card payment troubleshooting,0.548,0.123,0.425
How do I access a partner benefit?,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.6,0.175,0.425
The Athletic,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.583,0.158,0.425
Setting up a Joint account,4,Joint account closure,21,External bank account transfers,0.553,0.126,0.426
Download transaction or top-up statement,25,Download account statements,15,Downgrading paid plans,0.567,0.141,0.426
Revolut Kids & Teens Payment Links,10,Managing Kids and Teens accounts,1,Card payment troubleshooting,0.556,0.13,0.426
Setting a monthly spending limit,1,Card payment troubleshooting,22,Ordering new cards,0.667,0.239,0.428
Currency exchange fees and limits,6,Currency exchange and withdrawal fees,13,Accessing Revolut plan benefits,0.573,0.144,0.428
Paid plan downgrade fees ,15,Downgrading paid plans,6,Currency exchange and withdrawal fees,0.613,0.179,0.434
What is an event?,0,Travel insurance trip coverage,15,Downgrading paid plans,0.581,0.143,0.438
Crypto private keys and exposure on the blockchain,16,Revolut crypto trading and setup,9,Crypto deposit troubleshooting,0.678,0.237,0.44
Maximum active cards,22,Ordering new cards,1,Card payment troubleshooting,0.624,0.182,0.442
Linking your airline loyalty account,12,RevPoints loyalty program,4,Joint account closure,0.617,0.174,0.443
Laundryheap,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.567,0.124,0.443
Order a physical card,22,Ordering new cards,1,Card payment troubleshooting,0.562,0.119,0.443
American depositary receipts (ADRs) and pass-through fees,6,Currency exchange and withdrawal fees,25,Download account statements,0.578,0.135,0.443
Submitting documents for a travel insurance claim,0,Travel insurance trip coverage,25,Download account statements,0.628,0.185,0.444
Can I choose between Mastercard and Visa?,22,Ordering new cards,1,Card payment troubleshooting,0.631,0.181,0.45
Purchase protection coverage,0,Travel insurance trip coverage,13,Accessing Revolut plan benefits,0.572,0.121,0.451
Managing a Revolut – Kids & Teens account,10,Managing Kids and Teens accounts,4,Joint account closure,0.598,0.145,0.453
Using the Income Sorter feature,26,Managing Revolut Pockets,4,Joint account closure,0.591,0.137,0.453
Headspace,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.604,0.148,0.456
Stock basics,2,Trading order types,14,Crypto ETNs and ETPs,0.629,0.171,0.459
Why did I receive a smaller reward for a Referral than you advertised in the app?,7,Referral purchase step requirements,0,Travel insurance trip coverage,0.594,0.134,0.46
WeWork,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.585,0.122,0.463
"Add, edit, or delete a beneficiary",17,Managing scheduled transfers,21,External bank account transfers,0.621,0.157,0.464
Upgrade my plan,15,Downgrading paid plans,13,Accessing Revolut plan benefits,0.586,0.122,0.464
Schedule a transfer,17,Managing scheduled transfers,11,Transfer status and delays,0.619,0.154,0.465
How to complete 'Make purchases' step for Referrals reward,7,Referral purchase step requirements,22,Ordering new cards,0.574,0.108,0.466
What gambling support is available?,18,Reporting vulnerable circumstances,20,Tax and national identification,0.702,0.235,0.466
How are the funds in my Savings accounts protected?,19,FSCS protection for Revolut accounts,4,Joint account closure,0.584,0.117,0.467
How can I keep my account safe from fraud?,5,Reporting phone and payment scams,22,Ordering new cards,0.642,0.176,0.467
Finding your gift cards,12,RevPoints loyalty program,22,Ordering new cards,0.664,0.195,0.468
Why is my stock on 'sell only'?,2,Trading order types,17,Managing scheduled transfers,0.687,0.218,0.468
Redeem RevPoints,12,RevPoints loyalty program,26,Managing Revolut Pockets,0.592,0.121,0.471
What information do I need to provide to onboard to trading?,20,Tax and national identification,4,Joint account closure,0.59,0.115,0.474
Headway,13,Accessing Revolut plan benefits,18,Reporting vulnerable circumstances,0.586,0.111,0.476
Where can I pay with Apple Pay or Google Pay?,1,Card payment troubleshooting,7,Referral purchase step requirements,0.691,0.215,0.476
Why is my travel insurance coverage ending?,0,Travel insurance trip coverage,15,Downgrading paid plans,0.677,0.2,0.477
Merger or acquisition of a company whose shares I own,2,Trading order types,14,Crypto ETNs and ETPs,0.653,0.175,0.478
Cancel for any reason complaints,0,Travel insurance trip coverage,18,Reporting vulnerable circumstances,0.595,0.117,0.478
What types of orders can I create on Revolut X?,2,Trading order types,6,Currency exchange and withdrawal fees,0.595,0.116,0.479
How to earn RevPoints,12,RevPoints loyalty program,15,Downgrading paid plans,0.591,0.111,0.48
Downgrading your paid plan,15,Downgrading paid plans,13,Accessing Revolut plan benefits,0.617,0.135,0.482
Getting started with travel insurance,0,Travel insurance trip coverage,13,Accessing Revolut plan benefits,0.596,0.114,0.482
Rate decrease on my Instant Access Savings,19,FSCS protection for Revolut accounts,24,Currency accounts and exchange fees,0.605,0.122,0.483
Timeframes for transfers,11,Transfer status and delays,21,External bank account transfers,0.699,0.214,0.485
I can't send a transfer or create a recipient,11,Transfer status and delays,17,Managing scheduled transfers,0.62,0.133,0.487
Claiming after Premium travel insurance removal,0,Travel insurance trip coverage,15,Downgrading paid plans,0.6,0.113,0.487
Return or manage crypto deposits,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.696,0.205,0.492
Gifting a paid plan,15,Downgrading paid plans,0,Travel insurance trip coverage,0.608,0.116,0.493
Purchase RevPoints in app,12,RevPoints loyalty program,26,Managing Revolut Pockets,0.616,0.124,0.493
Are funds in my  independent teen account FSCS protected?,19,FSCS protection for Revolut accounts,4,Joint account closure,0.658,0.165,0.493
Sales using a Revolut Pro product catalogue,17,Managing scheduled transfers,20,Tax and national identification,0.63,0.136,0.494
Revolut - Kids & Teens statements,10,Managing Kids and Teens accounts,25,Download account statements,0.634,0.141,0.494
I found my lost card,22,Ordering new cards,1,Card payment troubleshooting,0.7,0.203,0.497
Withdrawing from Pockets,26,Managing Revolut Pockets,10,Managing Kids and Teens accounts,0.614,0.116,0.498
How can I file a complaint?,18,Reporting vulnerable circumstances,3,Identity and account verification,0.613,0.115,0.498
"My friend made 3 purchases, but I didn’t get the reward",7,Referral purchase step requirements,1,Card payment troubleshooting,0.602,0.103,0.499
Perplexity,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.662,0.163,0.499
Add a new wallet to withdraw crypto,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.703,0.204,0.499
Managing joint account ownership,4,Joint account closure,21,External bank account transfers,0.618,0.117,0.501
Cash withdrawal limits and fees,6,Currency exchange and withdrawal fees,24,Currency accounts and exchange fees,0.634,0.134,0.501
Make a Stays booking,12,RevPoints loyalty program,1,Card payment troubleshooting,0.687,0.185,0.502
Cancelling your scheduled plan downgrade,15,Downgrading paid plans,17,Managing scheduled transfers,0.643,0.142,0.502
Making a donation through Revolut,26,Managing Revolut Pockets,12,RevPoints loyalty program,0.74,0.237,0.503
What currency will I be charged in?,24,Currency accounts and exchange fees,6,Currency exchange and withdrawal fees,0.609,0.107,0.503
Who provides Ultra trip and event cancellation protection?,0,Travel insurance trip coverage,13,Accessing Revolut plan benefits,0.734,0.228,0.505
Unsupported transfers sent from Revolut,8,Supported currencies and cards,10,Managing Kids and Teens accounts,0.655,0.149,0.506
Fees for cash withdrawals,6,Currency exchange and withdrawal fees,24,Currency accounts and exchange fees,0.673,0.167,0.506
