title,topic_id,llm_label,probability
Difficulty using Airline Miles,9,RevPoints earning and redemption,1.0
Can I cancel an airport lounge pass? ,36,Airport lounge and fast track,1.0
How do I purchase an airport lounge pass?,36,Airport lounge and fast track,1.0
How do I use my airport lounge pass?,36,Airport lounge and fast track,1.0
I'm having difficulty with my airport lounge pass,36,Airport lounge and fast track,1.0
How do I donate to Ukrainian refugees?,59,Spare change round ups,0.3734
Making a donation through Revolut,59,Spare change round ups,1.0
Spare change and recurring Donations,59,Spare change round ups,1.0
Auto-renewing an eSIM data plan,26,eSIM data plan management,1.0
Can I label my eSIM for my data plan?,26,eSIM data plan management,0.9706
Difficulties with eSIM,26,eSIM data plan management,1.0
Revolut data plans,26,eSIM data plan management,1.0
Installing and activating my eSIM,26,eSIM data plan management,1.0
Managing my eSIM data plan,26,eSIM data plan management,0.7753
Supported eSIM devices,26,eSIM data plan management,0.3712
Mobile plan access and payment,37,Plan billing and payments,0.0
Cancelling or rescheduling a number transfer to Revolut,34,Mobile number transfers,0.0
Cancelling your old phone plan,34,Mobile number transfers,0.2628
Managing a mobile plan for a lost or stolen device,5,Lost phone number login,0.0
Managing a failed number transfer,34,Mobile number transfers,0.3863
Managing a number transfer to Revolut,34,Mobile number transfers,1.0
Managing mobile plans and add-ons,26,eSIM data plan management,0.2194
Understanding mobile plan numbers,34,Mobile number transfers,0.2388
Paying for my mobile plan,37,Plan billing and payments,0.8168
Mobile plan voice support,45,Contacting support and complaints,1.0
Setting up voicemail,33,Apple Pay and Card Security,0.8406
Bring your number to Revolut mobile,34,Mobile number transfers,1.0
Revolut mobile plans,26,eSIM data plan management,0.4087
Service disruptions during transfer to Revolut,34,Mobile number transfers,1.0
Mobile plan allowance and consumption,26,eSIM data plan management,0.0
Transfer your Revolut number to another provider,34,Mobile number transfers,1.0
Reporting vulnerable circumstances to Revolut,29,Reporting vulnerable circumstances,0.2271
How to redeem RevPoints for gift cards,9,RevPoints earning and redemption,1.0
Finding your gift cards,9,RevPoints earning and redemption,0.0
Shops,9,RevPoints earning and redemption,0.5479
Can I get a VAT invoice for my Stays booking?,9,RevPoints earning and redemption,0.434
How are properties sorted?,64,Income Sorter,1.0
Manage a Stays booking,9,RevPoints earning and redemption,0.5505
Make a Stays booking,9,RevPoints earning and redemption,0.5505
What does the Experiences feature offer?,9,RevPoints earning and redemption,0.4938
Purchase RevPoints in app,9,RevPoints earning and redemption,1.0
Redeem RevPoints,9,RevPoints earning and redemption,1.0
How to earn RevPoints,9,RevPoints earning and redemption,1.0
RevPoints spare change,59,Spare change round ups,0.0
What is the RevPoints loyalty program?,9,RevPoints earning and redemption,1.0
Personalise RevPoints,9,RevPoints earning and redemption,1.0
APP fraud reimbursement eligibility,51,APP scam reimbursement,1.0
Authorised Push Payment fraud reimbursement exclusions,51,APP scam reimbursement,1.0
Authorised Push Payment fraud reimbursement requirements,51,APP scam reimbursement,1.0
Authorised Push Payment fraud reimbursement,51,APP scam reimbursement,0.9132
How long will the Authorised Push Payment fraud reimbursement process take?,51,APP scam reimbursement,0.9477
Locked bootloader requirement for Android devices,30,Device software and security updates,1.0
Contacting your device manufacturer,30,Device software and security updates,1.0
Ensuring security by using the official Revolut app,30,Device software and security updates,0.414
Operating system and security updates,30,Device software and security updates,1.0
Security risks of root access,30,Device software and security updates,0.2775
Unofficial (custom) firmware,30,Device software and security updates,1.0
Why is the Revolut app no longer supported on my device?,30,Device software and security updates,0.4125
Review my information with CIFAS Marker,70,Reporting fraud and suspicious activity,1.0
Understanding the account review process,61,Closed restricted or deceased accounts,0.674
Fraud and cybercrime reporting to national authorities,70,Reporting fraud and suspicious activity,0.8236
Hidden accounts and transactions,69,Account settings and notifications,1.0
Someone wants to give you a lot of money?,24,Recognizing scam red flags,1.0
Strange small charges on your card?,70,Reporting fraud and suspicious activity,1.0
Feeling pressured or threatened?,24,Recognizing scam red flags,1.0
Urgent text from a kid or friend?,24,Recognizing scam red flags,1.0
Looking for a high return?,24,Recognizing scam red flags,1.0
Paying a bill with new bank details? ,24,Recognizing scam red flags,1.0
Have you been offered money to move funds?,24,Recognizing scam red flags,1.0
Received an unexpected link?,24,Recognizing scam red flags,0.0
Buying something online?,24,Recognizing scam red flags,1.0
Met someone new online?,24,Recognizing scam red flags,1.0
My phone suddenly lost signal,24,Recognizing scam red flags,0.9333
An urgent call out of the blue?,24,Recognizing scam red flags,1.0
How can I keep my account safe from fraud?,70,Reporting fraud and suspicious activity,0.0
"How to report a suspicious call, email, link, or text",70,Reporting fraud and suspicious activity,1.0
How does Revolut keep my money safe?,20,FSCS protection for accounts,0.3301
How does Revolut protect me against fraud?,65,Account security and fraud protection,1.0
Accessing your transaction history from your Revolut account,16,Download account statements,0.0
What are linked wallets?,35,Managing Click to Pay cards,1.0
What are Wealth Protection limits?,18,18_limits_withdrawal_atm_fees,0.7087
Getting started with Street Mode,65,Account security and fraud protection,0.0
Limits,18,18_limits_withdrawal_atm_fees,0.746
Trouble with my selfie verification for Wealth Protection,21,Identity and address verification,0.4198
Getting started with Wealth Protection,65,Account security and fraud protection,0.0
What are Revolut's safety features?,65,Account security and fraud protection,1.0
What will happen to my funds if Revolut goes bankrupt?,20,FSCS protection for accounts,0.6913
How do I upload a document?,21,Identity and address verification,0.815
Difficulty with selfie authentication,21,Identity and address verification,0.4483
What is my tax identification number?,17,Tax and national identification,0.7718
Confirm your personal details again,63,Personal data privacy and retention,0.9532
Why is my incoming transfer pending?,19,Transfer status and tracking,1.0
Can I cover intermediary bank fees upfront?,56,International transfer intermediary bank fees,0.8766
"Add, edit, or delete a beneficiary",23,Canceling transfers and payment links,0.9356
Trusted recipients,23,Canceling transfers and payment links,0.5385
Transfer I sent arrived in a different currency ,42,Currency accounts and exchange rates,0.5703
Why was my transfer sent via an intermediary bank?,56,International transfer intermediary bank fees,1.0
I received a transfer from an unknown sender,23,Canceling transfers and payment links,0.9483
Timeframes for transfers,19,Transfer status and tracking,0.3763
Bank transfer fees,56,International transfer intermediary bank fees,1.0
Can I receive large bank transfers into my Revolut account?,7,Adding money via bank transfer,0.0
Can I receive my salary into my Revolut account?,7,Adding money via bank transfer,0.598
Locate a bank transfer sent to my Revolut account,19,Transfer status and tracking,0.3756
Why did I receive less money?,56,International transfer intermediary bank fees,1.0
Why was the transfer to my account reverted?,19,Transfer status and tracking,1.0
Supported currencies for holding,4,Supported currencies and cards,1.0
Switch your account to Revolut,34,Mobile number transfers,0.0
What currency account details are available for me?,7,Adding money via bank transfer,0.0
What's Revolut's official name and address?,56,International transfer intermediary bank fees,0.0
What account details should I use for incoming transfers?,7,Adding money via bank transfer,0.0
How to transfer funds to Revolut,7,Adding money via bank transfer,0.5553
Unsupported inbound bank transfers,4,Supported currencies and cards,1.0
Difficulty adding money with an easy bank transfer,7,Adding money via bank transfer,1.0
Limits for transfers to other Revolut customers,7,Adding money via bank transfer,0.0
Block or report another Revolut customer,68,Blocking and unblocking payments,1.0
Group Bills,27,Group Pockets,0.0
I sent a transfer to the wrong Revolut customer,23,Canceling transfers and payment links,1.0
My transfer to another Revolut customer is pending,23,Canceling transfers and payment links,1.0
Send or request money from other Revolut customers,7,Adding money via bank transfer,0.5586
Revtags,69,Account settings and notifications,1.0
My transfer to or from someone on Revolut wasn't received,5,Lost phone number login,0.0
I'm unable to send money to another Revolut customer,63,Personal data privacy and retention,0.0
Transferring funds to an external card,7,Adding money via bank transfer,0.5459
I want to cancel my transfer to a card,23,Canceling transfers and payment links,0.9034
My beneficiary has not received my card transfer,19,Transfer status and tracking,0.7419
Which countries can I send a card transfer to?,4,Supported currencies and cards,1.0
Why has my card transfer failed or been declined?,19,Transfer status and tracking,0.0
Why is my card transfer still pending?,19,Transfer status and tracking,1.0
I want to cancel a bank transfer,23,Canceling transfers and payment links,0.7302
Locate a bank transfer sent from Revolut,19,Transfer status and tracking,0.6891
Why is my transfer to a bank account still pending?,19,Transfer status and tracking,0.6709
Why was my outbound bank transfer reverted?,19,Transfer status and tracking,1.0
I can't send a transfer or create a recipient,19,Transfer status and tracking,0.0
Can I make a local transfer in a different currency?,7,Adding money via bank transfer,0.5459
Download a transfer confirmation,19,Transfer status and tracking,0.0
Sending money from Revolut to a bank account,7,Adding money via bank transfer,0.5553
Problem with a Direct Debit,46,Scheduled transfers and custom categories,0.0
Manage Direct Debits,46,Scheduled transfers and custom categories,1.0
Setting up a Direct Debit,46,Scheduled transfers and custom categories,0.0
Sending and requesting money with a payment link,12,Accepting payments with Revolut,1.0
Why did my recipient receive less money?,56,International transfer intermediary bank fees,0.7579
I was asked for additional information about my transaction,21,Identity and address verification,0.5288
Unsupported transfers sent from Revolut,4,Supported currencies and cards,1.0
More help with sending money via a payment link,23,Canceling transfers and payment links,1.0
Revolut.me link,12,Accepting payments with Revolut,1.0
Insufficient funds for scheduled transfer,46,Scheduled transfers and custom categories,0.0
Setting up scheduled payments to another Revolut customer,46,Scheduled transfers and custom categories,0.0
Can I transfer money to or from Russia or Belarus?,4,Supported currencies and cards,1.0
Can I transfer money to Ukraine?,4,Supported currencies and cards,1.0
Supported currencies for outgoing transfers,4,Supported currencies and cards,1.0
Benefits and risks of trading crypto ETNs,11,Exchange Traded Products,1.0
Get started with crypto ETNs,11,Exchange Traded Products,1.0
Get started with non-crypto ETPs,11,Exchange Traded Products,1.0
What does it mean to be a high-net-worth investor?,11,Exchange Traded Products,1.0
What does it mean to be a restricted investor?,11,Exchange Traded Products,1.0
Leveraged and inverse ETPs,11,Exchange Traded Products,1.0
What is a crypto ETN?,11,Exchange Traded Products,1.0
Get started with ETCs,11,Exchange Traded Products,1.0
Get started with ETNs,11,Exchange Traded Products,1.0
What is an Exchange-Traded Product (ETP)?,11,Exchange Traded Products,1.0
Exceeding my ISA allowance,49,Stocks and Shares ISA rules,1.0
Investing with the Stocks and Shares ISA,49,Stocks and Shares ISA rules,1.0
Stocks and Shares Individual Savings Account (ISA),49,Stocks and Shares ISA rules,1.0
Stocks and Shares ISA rules,49,Stocks and Shares ISA rules,1.0
Stocks and Shares ISA transfers,49,Stocks and Shares ISA rules,0.3908
What are the Stocks and Shares ISA fees?,32,Trading fees and allowances,0.6822
What happens to my Stocks and Shares ISA if I move abroad?,17,Tax and national identification,0.1511
Trading Terminal,3,Crypto account setup and security,1.0
Crypto collections,3,Crypto account setup and security,1.0
Accessing Revolut X,5,Lost phone number login,1.0
Revolut X top-ups and withdrawals,50,Crypto card payments and Ramp,1.0
Get started with Revolut X,5,Lost phone number login,0.0
What types of orders can I create on Revolut X?,0,Trading order types,1.0
About crypto unified balance,3,Crypto account setup and security,1.0
Revolut X fees,18,18_limits_withdrawal_atm_fees,0.0
Failed orders in Revolut X,0,Trading order types,0.5525
Why can't I trade in Revolut X?,0,Trading order types,0.0
Why is part of my Revolut X portfolio balance unavailable?,0,Trading order types,0.558
Issues with Take Profit or Stop Loss orders,0,Trading order types,1.0
Take Profit and Stop Loss orders,0,Trading order types,1.0
Setting up a virtual crypto card,41,Virtual card usage and limits,0.2355
"Crypto payment fees, rates, and limits",18,18_limits_withdrawal_atm_fees,0.6463
Crypto payments and how they work,50,Crypto card payments and Ramp,1.0
View your crypto card payments,50,Crypto card payments and Ramp,0.8132
How does crypto staking work?,3,Crypto account setup and security,0.0
Is there a fee associated with crypto staking?,18,18_limits_withdrawal_atm_fees,0.5948
Stake and unstake crypto,3,Crypto account setup and security,0.8366
Calculation of crypto tiered pricing,47,Crypto trading fee tiers,1.0
Tier progression and account changes,47,Crypto trading fee tiers,1.0
Trading with crypto tiered pricing,47,Crypto trading fee tiers,1.0
How to make sure crypto withdrawals are processed smoothly,8,Crypto deposit troubleshooting,0.6888
How to ensure my crypto is transferred successfully?,8,Crypto deposit troubleshooting,0.4941
Crypto notifications,69,Account settings and notifications,0.0
Crypto recurring buy,0,Trading order types,1.0
Crypto rates and spread,47,Crypto trading fee tiers,1.0
Fees for trading crypto,47,Crypto trading fee tiers,0.6332
Crypto limit order,0,Trading order types,1.0
What is a crypto market order?,0,Trading order types,1.0
Crypto stop order,0,Trading order types,1.0
Crypto Learn,3,Crypto account setup and security,1.0
How does converting cryptocurrency to fiat currency work?,3,Crypto account setup and security,1.0
Crypto delisting,3,Crypto account setup and security,0.0
Crypto account onboarding requirements,3,Crypto account setup and security,1.0
Other crypto token information,50,Crypto card payments and Ramp,1.0
Revolut crypto features and products,3,Crypto account setup and security,1.0
Can I set target prices for exchanging cryptocurrency?,0,Trading order types,1.0
Receive (deposit) crypto from an external address,8,Crypto deposit troubleshooting,0.9985
Return or manage crypto deposits,8,Crypto deposit troubleshooting,1.0
Failed crypto deposits,8,Crypto deposit troubleshooting,1.0
Addresses supported for withdrawing and reverting crypto deposits,8,Crypto deposit troubleshooting,1.0
Can't see my deposit in-app,8,Crypto deposit troubleshooting,0.6545
Pending crypto deposits,8,Crypto deposit troubleshooting,0.4941
"Supported crypto deposit currencies, networks, and exchanges",8,Crypto deposit troubleshooting,0.7686
Do I have an individual cryptocurrency wallet?,3,Crypto account setup and security,1.0
Add a new wallet to withdraw crypto,50,Crypto card payments and Ramp,1.0
Crypto withdrawal fees,18,18_limits_withdrawal_atm_fees,0.479
Crypto withdrawal limits,18,18_limits_withdrawal_atm_fees,0.7278
Cryptocurrencies and networks available for withdrawals,8,Crypto deposit troubleshooting,1.0
Send (withdraw) crypto to an external address,8,Crypto deposit troubleshooting,1.0
Pending crypto withdrawals,8,Crypto deposit troubleshooting,0.6292
Failed crypto withdrawals,8,Crypto deposit troubleshooting,1.0
Cryptocurrency networks,8,Crypto deposit troubleshooting,0.6847
Buy and sell crypto,3,Crypto account setup and security,1.0
Crypto basics,3,Crypto account setup and security,1.0
Is my crypto safe with Revolut?,3,Crypto account setup and security,1.0
Who provides Revolut's crypto services?,54,Revolut service providers and regulation,1.0
Taxes on crypto,3,Crypto account setup and security,0.9417
Koinly crypto tax reports,3,Crypto account setup and security,1.0
Why do I need to name the wallet owner for withdrawals?,17,Tax and national identification,0.1712
Crypto private keys and exposure on the blockchain,3,Crypto account setup and security,1.0
Crypto spare change,59,Spare change round ups,1.0
What exchange rates does Revolut offer?,42,Currency accounts and exchange rates,0.0
Currency exchange fees and limits,18,18_limits_withdrawal_atm_fees,1.0
How do I exchange money?,42,Currency accounts and exchange rates,1.0
Currency exchange orders,0,Trading order types,1.0
"I just made an exchange, but I can't find my money",42,Currency accounts and exchange rates,1.0
Why might my currency order fail or not execute?,0,Trading order types,0.6262
Open and manage additional currency accounts,42,Currency accounts and exchange rates,0.6635
Investor related tax information,17,Tax and national identification,1.0
How does the commission-free allowance work?,32,Trading fees and allowances,1.0
Trading orders routing,0,Trading order types,1.0
What are trading regulatory fees and taxes?,32,Trading fees and allowances,0.7906
Buying or selling commodities,3,Crypto account setup and security,1.0
"Commodities prices, rates, and fees",47,Crypto trading fee tiers,0.6177
Commodities supported features,3,Crypto account setup and security,1.0
Which precious metals are supported?,3,Crypto account setup and security,1.0
Start with Revolut Ramp,3,Crypto account setup and security,1.0
How can I get a full statement of my Ramp transaction?,50,Crypto card payments and Ramp,0.0
Pay with Revolut Ramp,50,Crypto card payments and Ramp,0.7993
What are the fees for Revolut Ramp?,50,Crypto card payments and Ramp,0.0
I sent crypto to an incorrect wallet address. What can I do?,8,Crypto deposit troubleshooting,1.0
I was charged extra by my bank for a Ramp payment. Why?,50,Crypto card payments and Ramp,0.0
My Ramp payment failed. What should I do?,58,Card payment declined,1.0
My Ramp transaction is completed but I didn't receive the funds,8,Crypto deposit troubleshooting,0.0
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,8,Crypto deposit troubleshooting,0.3777
Revolut Ramp supported currencies and limits,3,Crypto account setup and security,0.9251
Why did I receive less crypto than I paid for?,8,Crypto deposit troubleshooting,0.3389
Why was I charged more than I was shown?,56,International transfer intermediary bank fees,0.0
Advantages of investing in bonds,55,Bond investment basics,0.5995
Get started with Bonds,55,Bond investment basics,1.0
Bonds fees,32,Trading fees and allowances,1.0
Bonds terms and definitions,55,Bond investment basics,1.0
Bond credit ratings,55,Bond investment basics,1.0
Buy bonds in the Revolut app,0,Trading order types,1.0
Buying a corporate bond vs buying stock in the same company,55,Bond investment basics,0.0
Bond name interpretation in the Revolut app,55,Bond investment basics,1.0
How does Revolut process corporate actions?,31,Stock investing fundamentals,0.0
Dividends,49,Stocks and Shares ISA rules,0.2145
Merger or acquisition of a company whose shares I own,31,Stock investing fundamentals,1.0
Stock delisting,0,Trading order types,0.7261
Stock split,31,Stock investing fundamentals,1.0
Trading customer support,45,Contacting support and complaints,0.3465
Which Revolut Trading entity is providing me services?,54,Revolut service providers and regulation,0.0
Financial ratios for company analysis,31,Stock investing fundamentals,0.4956
Market analysis,31,Stock investing fundamentals,0.3966
OTC stocks,0,Trading order types,0.6884
Stock basics,31,Stock investing fundamentals,1.0
Stock markets,0,Trading order types,0.6908
What is a fractional share?,31,Stock investing fundamentals,0.4901
What is a trading halt?,0,Trading order types,1.0
How do I update my trading account details?,5,Lost phone number login,1.0
Why are you asking me for documents to open or continue using Revolut trading?,21,Identity and address verification,0.6274
Understanding our onboarding question about affiliations,17,Tax and national identification,0.1537
Close my investment account,22,Joint account management,0.3192
Reasons an investment account may be closed,22,Joint account management,0.0
How is the portfolio value calculated?,31,Stock investing fundamentals,0.4651
Overview of Revolut Trading Ltd's omnibus account ,20,FSCS protection for accounts,0.6913
Trading watchlist and price alerts,0,Trading order types,0.0
"Trading account information, statements and reports",16,Download account statements,0.551
Trade confirmation statements,16,Download account statements,0.3061
Fund my investment account,42,Currency accounts and exchange rates,1.0
Using your credit card or a personal loan to trade stocks,11,Exchange Traded Products,0.0
How to withdraw funds from my investment account,0,Trading order types,0.0
Open an investment account,17,Tax and national identification,0.1537
Can I transfer my account from another broker?,19,Transfer status and tracking,0.0
Why does Revolut need my national identifier?,17,Tax and national identification,0.7718
What information do I need to provide to onboard to trading?,17,Tax and national identification,0.7013
What is an execution-only service?,0,Trading order types,0.9269
What is a Special Purpose Acquisition Company (SPAC)?,11,Exchange Traded Products,0.4353
American depositary receipts (ADRs) and pass-through fees,32,Trading fees and allowances,0.6802
Products available to trade,11,Exchange Traded Products,0.6599
Can I have a trading account if I’m a US Person?,17,Tax and national identification,0.3151
Who is Revolut Trading Ltd authorised by?,54,Revolut service providers and regulation,1.0
What are non-tradable securities?,0,Trading order types,0.0
Do I own my stocks?,31,Stock investing fundamentals,1.0
How are my investments with Revolut protected?,20,FSCS protection for accounts,0.574
How are the funds in my investment account protected?,20,FSCS protection for accounts,0.7848
What does capital at risk mean?,11,Exchange Traded Products,0.9777
Buy order block,0,Trading order types,1.0
Pending trading orders,0,Trading order types,1.0
Close a stock position,0,Trading order types,0.0
How to place a stock order,0,Trading order types,1.0
Can I use leverage to trade?,11,Exchange Traded Products,0.3682
What is a GTC Order and how does it work?,0,Trading order types,0.8207
Trading limit orders,0,Trading order types,1.0
What is a stop order?,0,Trading order types,1.0
Trading order types,0,Trading order types,0.9194
Top Movers,0,Trading order types,0.6712
Security prices,0,Trading order types,0.7584
What are Revolut's trading fees?,32,Trading fees and allowances,1.0
Trading value limits,0,Trading order types,0.6352
Why is my stock on 'sell only'?,0,Trading order types,0.9269
Orders submitted during extended hours trading,0,Trading order types,0.9601
Extended hours trading risks,0,Trading order types,1.0
How extended hours trading works,0,Trading order types,1.0
What is a trading day?,0,Trading order types,1.0
Trading hours,0,Trading order types,1.0
What are the fees for Trading Pro?,32,Trading fees and allowances,0.7078
What is Trading Pro?,32,Trading fees and allowances,0.5289
